Sample,Ground Truth,Prediction,WER
25,sky travel one zero one zero climb to flight level nine zero,sky travel one zero one zero climb to flight level nine zero,0.0
2852,for atc clearance delivery one two zero decimal zero five,for atc clearance delivery one two zero decimal zero five,0.0
2853,austrian seven zero three established ils three one our maximum speed now two three zero knots roger,austrian seven zero three established ils three one our maximum speed now two three zero knots roger,0.0
832,continue three one donavia three zero five,continue three one donavia three zero five,0.0
2926,three three four one zero emirates one four zero,three three four one zero emirates one four zero,0.0
1270,alfa delta holding point zero four euro trans one three juliett,alfa delta holding point zero four euro trans one three juliett,0.0
2899,lufthansa seven six one praha hello radar contact climb correction descend flight level three one zero cross rapet at level,lufthansa seven six one praha hello radar contact climb correction descend flight level three one zero cross rapet at level,0.0
847,lufthansa two echo kilo praha radar co,lufthansa two echo kilo praha radar co,0.0
2902,csa seven three zero roger so you may vacate via papa or golf,csa seven three zero roger so you may vacate via papa or golf,0.0
1274,thank you,thank you,0.0
2904,csa three zero three radar contact descend flight level one zero zero to final approach fix three one,csa three zero three radar contact descend flight level one zero zero to final approach fix three one,0.0
2906,csa eight zero five contact praha one two seven decimal one two five,csa eight zero five contact praha one two seven decimal one two five,0.0
2738,lufthansa six hotel xray one three,lufthansa six hotel xray one three,0.0
2837,passing vlm speed two five zero austrian seven zero five papa,passing vlm speed two five zero austrian seven zero five papa,0.0
2834,lufthansa seven charlie lima descend flight level two nine zero speed two five zero knots,lufthansa seven charlie lima descend flight level two nine zero speed two five zero knots,0.0
56,hotel quebec mike i confirm cleared to land runway one four,hotel quebec mike i confirm cleared to land runway one four,0.0
2766,britair nine zero four charlie turn left proceed direct oscar kilo golf,britair nine zero four charlie turn left proceed direct oscar kilo golf,0.0
1298,qnh is one zero one eight wind is zero six zero five knots standby,qnh is one zero one eight wind is zero six zero five knots standby,0.0
2768,five zero two,five zero two,0.0
869,ruzyne tower good evening el al five two two,ruzyne tower good evening el al five two two,0.0
2772,one two seven eight two five good night thank you sir,one two seven eight two five good night thank you sir,0.0
1297,hotel foxtrot hotel confirm requested cruising level,hotel foxtrot hotel confirm requested cruising level,0.0
2900,easy six six yankee with own navigation left turn to varik,easy six six yankee with own navigation left turn to varik,0.0
2898,csa eight two six contact praha radar one two seven decimal eight two five,csa eight two six contact praha radar one two seven decimal eight two five,0.0
2928,lufthansa nine kilo yankee contact ground one two one decimal nine good bye,lufthansa nine kilo yankee contact ground one two one decimal nine good bye,0.0
14,expediting,expediting,0.0
3,singapoore three two five request flight level three three zero standby,singapoore three two five request flight level three three zero standby,0.0
2930,radar good morning sky travel one zero three four one thousand eight hundred climbing,radar good morning sky travel one zero three four one thousand eight hundred climbing,0.0
2908,direct artup thank you aero flot one,direct artup thank you aero flot one,0.0
2839,lufthansa two five three one contact munich one three two point five five zero good bye,lufthansa two five three one contact munich one three two point five five zero good bye,0.0
2907,bye bye,bye bye,0.0
845,one three two decimal one five five reach,one three two decimal one five five reach,0.0
2886,three two cleared to land hotel papa golf,three two cleared to land hotel papa golf,0.0
1279,praha radar csa two delta zulu passing two thousand two hundred feet,praha radar csa two delta zulu passing two thousand two hundred feet,0.0
640,one two seven decimal five seven five csa nine zero five,one two seven decimal five seven five csa nine zero five,0.0
848,affirm and expect approximately three five miles to go,affirm and expect approximately three five miles to go,0.0
2890,bline six one golf runway one three cleared for takeoff wind one six zero degrees five knots bye bye,bline six one golf runway one three cleared for takeoff wind one six zero degrees five knots bye bye,0.0
15,hotel papa mike perfect thank you very much,hotel papa mike perfect thank you very much,0.0
2892,easy five four nine seven present heading vectoring for runway one three descend four thousand feet qnh one zero one eight,easy five four nine seven present heading vectoring for runway one three descend four thousand feet qnh one zero one eight,0.0
2895,left heading zero seven zero cs,left heading zero seven zero cs,0.0
2896,continue descend flight level three hundred to be level by rapet,continue descend flight level three hundred to be level by rapet,0.0
825,ok descend flight level seven zero,ok descend flight level seven zero,0.0
851,continue approach,continue approach,0.0
2879,two nine zero,two nine zero,0.0
106,we climb level one six zero,we climb level one six zero,0.0
2628,praha radar csa five alfa juliett two thousand feet,praha radar csa five alfa juliett two thousand feet,0.0
2629,hotel echo xray downwind two five for touch and go,hotel echo xray downwind two five for touch and go,0.0
2630,csa one nine six three contact ruzyne radar one one nine zero,csa one nine six three contact ruzyne radar one one nine zero,0.0
912,delta two ten good morning tower continue approach runway three one,delta two ten good morning tower continue approach runway three one,0.0
103,contact ground one two one nine,contact ground one two one nine,0.0
2633,csa two nine six radar radar contact climb flight level one six zero,csa two nine six radar radar contact climb flight level one six zero,0.0
801,ryan air three delta november praha good evening radar contact descend to flight level two nine zero,ryan air three delta november praha good evening radar contact descend to flight level two nine zero,0.0
