Sample,Ground Truth,Prediction,WER
383,one two zero two seven five sky travel one zero three five confirm,two zero two seven five sky travel one zero three four contact,23.08
2568,two seven eight two five thank you good bye donavia three zero six,two seven eight two five thank you bye solve united three zero six,23.08
2278,runway three one cleared to land wind two one zero degrees four knots,runway three one kultur and wind two one zero degrees four knots,23.08
2416,singapore two five contact one two zero decimal nine five zero good bye,singapore two five contact varsha one two zero decimal nine five zero goodbye,23.08
2104,tower good evening again bee line eight hotel sierra established ils one three,tower good evening again bravo nine eight hotel sierra established india one three,23.08
136,lufthansa two mike echo contact radar one two zero decimal two seven five,alohona two mike echo contact radar vana two zero islamo two seven five,23.08
2718,malev eight two four first left contact ground one two one decimal nine,malab eight two four first left contact ground one two nine,23.08
1713,siberia eight nine eight praha radar contact climb flight level three two zero,sabria eight nine eight praha hawaii radar contact com flight level three two zero,23.08
16,csa six two three hold at eveni descend flight level one two zero,csa six two three hold that ave descent flight level one two zero,23.08
2373,csa five four five speed two two zero next descend in a minute,csa five four five speech two two zero existent in a minute,23.08
618,sky travel six six one contact praha one two seven eight two five,skytevo six six one contact praha one two seven eight two five naflish,23.08
1559,lot three nine seven contact munchen one three two decimal one five five,lots three nine zero seven contact mention one three two decimal one five five,23.08
2483,lufthansa two kilo victor contact munich one three two decimal one five five,london two kilo victor contact minchin one three two decimal one five five ahoy,23.08
675,lot three one five contact vienna one three four decimal four four zero,lots three one five contact wean one three four decimal four four zero efficient,23.08
492,csa seven three zero climb flight level one two zero crossing traffic above,ccs seven three zero cloud flat level one two zero crossing traffic above,23.08
1051,csa four nine three radar radar contact descend to flight level one zero zero infomration november correct proceed direct to arvek vectoring ils runway three one,assisi four nine three radar contact descent to flight level one zero zero information november correct proceed direct to arvac vectoring talos runway three one,23.08
939,aero flot one two four roger climb to flight level three five zero,air force one two four roger com to flight level three five zero,23.08
622,helicopter approaching airfield from the north not crossing axis of runway three one,the helicopter approaching lima field from the north not crossing axis of runway three one,23.08
1644,speed bird one one contact warsaw one three four decimal nine two five,speedbird one one contact varsheva one three four decimal nine two five,23.08
1390,air france one three eight three line up runway three one be ready,france one three eight three windup runway three one be ready,23.08
308,hotel golf oscar lift control lima route sierra wind zero four zero degrees one three knots runway three two cleared for takeoff,hotel golf oscar leave comfortable by route zero four zero degrees one three knots runway three two cleared for takeoff,22.73
2368,lufthansa one four nine one descend flight level three three zero lufthansa one four nine one descend level one three three zero,lufthansa one four nine decimal one descent flight level three three zero lufthansa one four nine decimal one descent level three three zero,22.73
532,descend flight level one zero zero information mike on board no speed limit and vectoring runway ils one three csa nine zero,isopilot one zero zero information mike on board no speed limit and vectoring around my ils one three csa nine zero,22.73
